id,chat_id,user_id,selected_path,decision_mode,prompt_version,art_affinity_score,created_at
label_chat_00357,chat_00357,user_0069,art,manual,art_v3,0.895,1773239258000
label_chat_00358,chat_00358,user_0069,default,manual,default_v3,0.402,1773338800000
label_chat_00359,chat_00359,user_0070,art,manual,art_v3,0.76,1769639215000
label_chat_00360,chat_00360,user_0070,art,manual,art_v3,0.584,1769818966000
label_chat_00361,chat_00361,user_0070,art,manual,art_v3,0.765,1770257881000
label_chat_00362,chat_00362,user_0070,art,manual,art_v3,0.765,1770437899000
label_chat_00363,chat_00363,user_0070,art,manual,art_v3,0.806,1770614291000
label_chat_00364,chat_00364,user_0071,art,manual,art_v3,0.883,1769974326000
label_chat_00365,chat_00365,user_0071,art,manual,art_v3,0.787,1770157128000
label_chat_00366,chat_00366,user_0071,art,manual,art_v3,0.747,1770270778000
label_chat_00367,chat_00367,user_0071,art,manual,art_v3,0.698,1770464025000
label_chat_00368,chat_00368,user_0072,default,manual,default_v3,0.207,1773949631000
label_chat_00369,chat_00369,user_0072,default,manual,default_v3,0.266,1774224852000
label_chat_00370,chat_00370,user_0072,default,manual,default_v3,0.31,1774495336000
label_chat_00371,chat_00371,user_0072,default,manual,default_v3,0.264,1774938952000
label_chat_00372,chat_00372,user_0072,default,manual,default_v3,0.218,1775045574000
label_chat_00373,chat_00373,user_0073,art,manual,art_v3,0.78,1770579859000
label_chat_00374,chat_00374,user_0073,default,manual,default_v3,0.349,1770689531000
label_chat_00375,chat_00375,user_0073,art,manual,art_v3,0.689,1770972275000
label_chat_00376,chat_00376,user_0073,art,manual,art_v3,0.725,1771237973000
label_chat_00377,chat_00377,user_0073,art,manual,art_v3,0.816,1771510070000
label_chat_00378,chat_00378,user_0074,default,manual,default_v3,0.193,1772397246000
label_chat_00379,chat_00379,user_0074,default,manual,default_v3,0.248,1772671864000
label_chat_00380,chat_00380,user_0074,default,manual,default_v3,0.323,1772847310000
label_chat_00381,chat_00381,user_0074,default,manual,default_v3,0.243,1773200868000
label_chat_00382,chat_00382,user_0074,default,manual,default_v3,0.18,1773481636000
label_chat_00383,chat_00383,user_0074,default,manual,default_v3,0.309,1773933283000
label_chat_00384,chat_00384,user_0075,default,manual,default_v3,0.16,1769466529000
label_chat_00385,chat_00385,user_0075,art,manual,art_v3,0.755,1769642757000
label_chat_00386,chat_00386,user_0075,art,manual,art_v3,0.769,1769839906000
label_chat_00387,chat_00387,user_0075,art,manual,art_v3,0.846,1770017900000
label_chat_00388,chat_00388,user_0075,art,manual,art_v3,0.676,1770378169000
label_chat_00389,chat_00389,user_0076,default,manual,default_v3,0.237,1773180940000
label_chat_00390,chat_00390,user_0076,default,manual,default_v3,0.166,1773538541000
label_chat_00391,chat_00391,user_0076,default,manual,default_v3,0.163,1773728388000
label_chat_00392,chat_00392,user_0076,default,manual,default_v3,0.263,1774005069000
label_chat_00393,chat_00393,user_0076,default,manual,default_v3,0.234,1774204299000
label_chat_00394,chat_00394,user_0077,default,manual,default_v3,0.226,1769463495000
label_chat_00395,chat_00395,user_0077,default,manual,default_v3,0.259,1769902795000
label_chat_00396,chat_00396,user_0077,default,manual,default_v3,0.279,1770186046000
label_chat_00397,chat_00397,user_0077,default,manual,default_v3,0.258,1770623656000
label_chat_00398,chat_00398,user_0077,default,manual,default_v3,0.305,1770802387000
label_chat_00399,chat_00399,user_0077,default,manual,default_v3,0.261,1771171799000
label_chat_00400,chat_00400,user_0078,art,manual,art_v3,0.857,1775083875000
label_chat_00401,chat_00401,user_0078,default,manual,default_v3,0.237,1775364920000
label_chat_00402,chat_00402,user_0078,art,manual,art_v3,0.813,1775463202000
label_chat_00403,chat_00403,user_0078,art,manual,art_v3,0.691,1775906983000
label_chat_00404,chat_00404,user_0079,default,manual,default_v3,0.206,1768944718000
label_chat_00405,chat_00405,user_0079,default,manual,default_v3,0.285,1769041308000
label_chat_00406,chat_00406,user_0079,default,manual,default_v3,0.205,1769404785000
label_chat_00407,chat_00407,user_0079,default,manual,default_v3,0.196,1769768506000
label_chat_00408,chat_00408,user_0080,default,manual,default_v3,0.234,1774480621000
label_chat_00409,chat_00409,user_0080,default,manual,default_v3,0.349,1774753998000
label_chat_00410,chat_00410,user_0080,default,manual,default_v3,0.321,1774934810000
label_chat_00411,chat_00411,user_0080,default,manual,default_v3,0.263,1775294085000
label_chat_00412,chat_00412,user_0081,default,manual,default_v3,0.275,1770410201000
label_chat_00413,chat_00413,user_0081,default,manual,default_v3,0.223,1770676637000
label_chat_00414,chat_00414,user_0081,default,manual,default_v3,0.301,1770774369000
label_chat_00415,chat_00415,user_0081,default,manual,default_v3,0.308,1770966843000
label_chat_00416,chat_00416,user_0081,default,manual,default_v3,0.228,1771155430000
label_chat_00417,chat_00417,user_0082,art,manual,art_v3,0.813,1767818270000
label_chat_00418,chat_00418,user_0082,default,manual,default_v3,0.176,1767907516000
label_chat_00419,chat_00419,user_0082,art,manual,art_v3,0.809,1768013575000
label_chat_00420,chat_00420,user_0082,art,manual,art_v3,0.73,1768284608000
label_chat_00421,chat_00421,user_0082,art,manual,art_v3,0.666,1768398360000
label_chat_00422,chat_00422,user_0083,default,manual,default_v3,0.276,1771961222000
label_chat_00423,chat_00423,user_0083,default,manual,default_v3,0.282,1772234882000
label_chat_00424,chat_00424,user_0083,default,manual,default_v3,0.35,1772497736000
label_chat_00425,chat_00425,user_0083,default,manual,default_v3,0.344,1772686517000
label_chat_00426,chat_00426,user_0083,default,manual,default_v3,0.251,1772879877000
label_chat_00427,chat_00427,user_0084,default,manual,default_v3,0.248,1771796526000
label_chat_00428,chat_00428,user_0084,default,manual,default_v3,0.179,1772245095000
label_chat_00429,chat_00429,user_0084,default,manual,default_v3,0.271,1772614018000
label_chat_00430,chat_00430,user_0084,default,manual,default_v3,0.332,1772799549000
label_chat_00431,chat_00431,user_0085,art,manual,art_v3,0.705,1772561816000
label_chat_00432,chat_00432,user_0085,default,manual,default_v3,0.22,1773015796000
label_chat_00433,chat_00433,user_0085,art,manual,art_v3,0.67,1773463606000
label_chat_00434,chat_00434,user_0085,art,manual,art_v3,0.701,1773649874000
label_chat_00435,chat_00435,user_0086,default,manual,default_v3,0.257,1772062129000
label_chat_00436,chat_00436,user_0086,default,manual,default_v3,0.228,1772326131000
label_chat_00437,chat_00437,user_0086,default,manual,default_v3,0.195,1772778907000
label_chat_00438,chat_00438,user_0086,default,manual,default_v3,0.304,1773059806000
label_chat_00439,chat_00439,user_0087,default,manual,default_v3,0.298,1771022346000
label_chat_00440,chat_00440,user_0087,default,manual,default_v3,0.251,1771111851000
label_chat_00441,chat_00441,user_0087,default,manual,default_v3,0.216,1771303249000
label_chat_00442,chat_00442,user_0087,default,manual,default_v3,0.145,1771413586000
label_chat_00443,chat_00443,user_0087,default,manual,default_v3,0.247,1771601990000
label_chat_00444,chat_00444,user_0087,default,manual,default_v3,0.201,1771788608000
label_chat_00445,chat_00445,user_0088,art,manual,art_v3,0.826,1771710070000
label_chat_00446,chat_00446,user_0088,art,manual,art_v3,0.744,1772144582000
label_chat_00447,chat_00447,user_0088,art,manual,art_v3,0.724,1772601591000
label_chat_00448,chat_00448,user_0088,default,manual,default_v3,0.146,1773050157000
label_chat_00449,chat_00449,user_0088,default,manual,default_v3,0.269,1773404945000
label_chat_00450,chat_00450,user_0088,art,manual,art_v3,0.718,1773595962000
label_chat_00451,chat_00451,user_0089,art,manual,art_v3,0.837,1768002711000
label_chat_00452,chat_00452,user_0089,art,manual,art_v3,0.787,1768109355000
label_chat_00453,chat_00453,user_0089,default,manual,default_v3,0.168,1768207740000
label_chat_00454,chat_00454,user_0089,art,manual,art_v3,0.771,1768659606000
label_chat_00455,chat_00455,user_0089,art,manual,art_v3,0.751,1769103541000
label_chat_00456,chat_00456,user_0089,art,manual,art_v3,0.877,1769377005000
label_chat_00457,chat_00457,user_0090,default,manual,default_v3,0.259,1773002782000
label_chat_00458,chat_00458,user_0090,art,manual,art_v3,0.789,1773264117000
label_chat_00459,chat_00459,user_0090,art,manual,art_v3,0.881,1773444354000
label_chat_00460,chat_00460,user_0090,default,manual,default_v3,0.363,1773714596000
label_chat_00461,chat_00461,user_0090,art,manual,art_v3,0.702,1773826487000
label_chat_00462,chat_00462,user_0090,art,manual,art_v3,0.77,1774273788000
label_chat_00463,chat_00463,user_0091,art,manual,art_v3,0.756,1773513841000
label_chat_00464,chat_00464,user_0091,art,manual,art_v3,0.78,1773863039000
label_chat_00465,chat_00465,user_0091,art,manual,art_v3,0.731,1774311947000
label_chat_00466,chat_00466,user_0091,default,manual,default_v3,0.167,1774504371000
label_chat_00467,chat_00467,user_0091,art,manual,art_v3,0.841,1774769831000
label_chat_00468,chat_00468,user_0092,art,manual,art_v3,0.826,1770496300000
label_chat_00469,chat_00469,user_0092,art,manual,art_v3,0.904,1770945614000
label_chat_00470,chat_00470,user_0092,art,manual,art_v3,0.764,1771402492000
label_chat_00471,chat_00471,user_0092,default,manual,default_v3,0.408,1771496714000
label_chat_00472,chat_00472,user_0092,default,manual,default_v3,0.274,1771846381000
label_chat_00473,chat_00473,user_0092,art,manual,art_v3,0.821,1772113501000
label_chat_00474,chat_00474,user_0093,art,manual,art_v3,0.783,1768863169000
label_chat_00475,chat_00475,user_0093,default,manual,default_v3,0.251,1769211349000
label_chat_00476,chat_00476,user_0093,art,manual,art_v3,0.731,1769657330000
label_chat_00477,chat_00477,user_0093,art,manual,art_v3,0.664,1770093522000
label_chat_00478,chat_00478,user_0094,default,manual,default_v3,0.287,1774727106000
label_chat_00479,chat_00479,user_0094,default,manual,default_v3,0.201,1774911326000
label_chat_00480,chat_00480,user_0094,default,manual,default_v3,0.314,1775262759000
label_chat_00481,chat_00481,user_0094,default,manual,default_v3,0.271,1775449432000
label_chat_00482,chat_00482,user_0094,default,manual,default_v3,0.245,1775716243000
label_chat_00483,chat_00483,user_0095,default,manual,default_v3,0.188,1768345556000
label_chat_00484,chat_00484,user_0095,default,manual,default_v3,0.22,1768791196000
label_chat_00485,chat_00485,user_0095,default,manual,default_v3,0.243,1768988302000
label_chat_00486,chat_00486,user_0095,default,manual,default_v3,0.145,1769082583000
label_chat_00487,chat_00487,user_0096,default,manual,default_v3,0.188,1768414837000
label_chat_00488,chat_00488,user_0096,default,manual,default_v3,0.314,1768861625000
label_chat_00489,chat_00489,user_0096,default,manual,default_v3,0.315,1769308329000
label_chat_00490,chat_00490,user_0096,default,manual,default_v3,0.367,1769581126000
label_chat_00491,chat_00491,user_0096,default,manual,default_v3,0.204,1769844517000
label_chat_00492,chat_00492,user_0096,default,manual,default_v3,0.275,1770041140000
label_chat_00493,chat_00493,user_0097,default,manual,default_v3,0.231,1771967626000
label_chat_00494,chat_00494,user_0097,default,manual,default_v3,0.232,1772338500000
label_chat_00495,chat_00495,user_0097,default,manual,default_v3,0.187,1772620364000
label_chat_00496,chat_00496,user_0097,default,manual,default_v3,0.276,1773070258000
label_chat_00497,chat_00497,user_0097,default,manual,default_v3,0.224,1773160842000
label_chat_00498,chat_00498,user_0097,default,manual,default_v3,0.209,1773606188000
label_chat_00499,chat_00499,user_0098,art,manual,art_v3,0.837,1775075680000
label_chat_00500,chat_00500,user_0098,art,manual,art_v3,0.837,1775265741000
label_chat_00501,chat_00501,user_0098,art,manual,art_v3,0.821,1775356848000
label_chat_00502,chat_00502,user_0098,art,manual,art_v3,0.839,1775532698000
label_chat_00503,chat_00503,user_0098,art,manual,art_v3,0.751,1775730070000
label_chat_00504,chat_00504,user_0099,art,manual,art_v3,0.725,1771022260000
label_chat_00505,chat_00505,user_0099,default,manual,default_v3,0.231,1771217324000
label_chat_00506,chat_00506,user_0099,art,manual,art_v3,0.758,1771310738000
label_chat_00507,chat_00507,user_0099,art,manual,art_v3,0.825,1771415159000
label_chat_00508,chat_00508,user_0099,art,manual,art_v3,0.829,1771681848000
label_chat_00509,chat_00509,user_0099,art,manual,art_v3,0.849,1771774987000
label_chat_00510,chat_00510,user_0100,art,manual,art_v3,0.743,1774727453000
label_chat_00511,chat_00511,user_0100,art,manual,art_v3,0.763,1775163174000
label_chat_00512,chat_00512,user_0100,art,manual,art_v3,0.764,1775353200000
label_chat_00513,chat_00513,user_0100,art,manual,art_v3,0.829,1775810401000
label_chat_00514,chat_00514,user_0100,art,manual,art_v3,0.739,1775986725000
label_chat_00515,chat_00515,user_0101,default,manual,default_v3,0.301,1769816581000
label_chat_00516,chat_00516,user_0101,art,manual,art_v3,0.742,1770168166000
label_chat_00517,chat_00517,user_0101,art,manual,art_v3,0.883,1770609320000
label_chat_00518,chat_00518,user_0101,default,manual,default_v3,0.305,1770782921000
label_chat_00519,chat_00519,user_0102,art,manual,art_v3,0.808,1768517261000
label_chat_00520,chat_00520,user_0102,art,manual,art_v3,0.87,1768868301000
label_chat_00521,chat_00521,user_0102,art,manual,art_v3,0.82,1769313484000
label_chat_00522,chat_00522,user_0102,default,manual,default_v3,0.52,1769758623000
label_chat_00523,chat_00523,user_0102,art,manual,art_v3,0.918,1769950395000
label_chat_00524,chat_00524,user_0103,art,manual,art_v3,0.879,1772061553000
label_chat_00525,chat_00525,user_0103,default,manual,default_v3,0.38,1772502173000
label_chat_00526,chat_00526,user_0103,art,manual,art_v3,0.83,1772858567000
label_chat_00527,chat_00527,user_0103,art,manual,art_v3,0.895,1773045163000
label_chat_00528,chat_00528,user_0104,default,manual,default_v3,0.278,1773697811000
label_chat_00529,chat_00529,user_0104,art,manual,art_v3,0.821,1773805800000
label_chat_00530,chat_00530,user_0104,art,manual,art_v3,0.794,1774165565000
label_chat_00531,chat_00531,user_0104,default,manual,default_v3,0.323,1774265380000
label_chat_00532,chat_00532,user_0104,art,manual,art_v3,0.756,1774370115000
label_chat_00533,chat_00533,user_0105,default,manual,default_v3,0.237,1771366909000
label_chat_00534,chat_00534,user_0105,default,manual,default_v3,0.362,1771645737000
label_chat_00535,chat_00535,user_0105,default,manual,default_v3,0.303,1772015230000
label_chat_00536,chat_00536,user_0105,default,manual,default_v3,0.308,1772191251000
label_chat_00537,chat_00537,user_0105,default,manual,default_v3,0.181,1772289583000
label_chat_00538,chat_00538,user_0106,art,manual,art_v3,0.786,1773618479000
label_chat_00539,chat_00539,user_0106,default,manual,default_v3,0.195,1773726525000
label_chat_00540,chat_00540,user_0106,art,manual,art_v3,0.701,1774093096000
label_chat_00541,chat_00541,user_0106,art,manual,art_v3,0.737,1774530653000
label_chat_00542,chat_00542,user_0107,default,manual,default_v3,0.259,1773083988000
label_chat_00543,chat_00543,user_0107,default,manual,default_v3,0.179,1773261470000
label_chat_00544,chat_00544,user_0107,default,manual,default_v3,0.362,1773620468000
label_chat_00545,chat_00545,user_0107,default,manual,default_v3,0.194,1773729952000
label_chat_00546,chat_00546,user_0107,default,manual,default_v3,0.319,1774095606000
label_chat_00547,chat_00547,user_0107,default,manual,default_v3,0.168,1774546375000
label_chat_00548,chat_00548,user_0108,art,manual,art_v3,0.735,1769467095000
label_chat_00549,chat_00549,user_0108,art,manual,art_v3,0.764,1769747090000
label_chat_00550,chat_00550,user_0108,art,manual,art_v3,0.885,1770095639000
label_chat_00551,chat_00551,user_0108,art,manual,art_v3,0.798,1770286928000
label_chat_00552,chat_00552,user_0109,default,manual,default_v3,0.304,1774295196000
label_chat_00553,chat_00553,user_0109,default,manual,default_v3,0.339,1774565288000
label_chat_00554,chat_00554,user_0109,default,manual,default_v3,0.227,1774664568000
label_chat_00555,chat_00555,user_0109,default,manual,default_v3,0.288,1774859941000
label_chat_00556,chat_00556,user_0109,default,manual,default_v3,0.32,1775207741000
label_chat_00557,chat_00557,user_0109,default,manual,default_v3,0.226,1775657519000
label_chat_00558,chat_00558,user_0110,default,manual,default_v3,0.229,1770849890000
label_chat_00559,chat_00559,user_0110,default,manual,default_v3,0.22,1771203436000
label_chat_00560,chat_00560,user_0110,default,manual,default_v3,0.313,1771648984000
label_chat_00561,chat_00561,user_0110,default,manual,default_v3,0.235,1771929427000
label_chat_00562,chat_00562,user_0111,art,manual,art_v3,0.871,1769640234000
label_chat_00563,chat_00563,user_0111,art,manual,art_v3,0.831,1769916007000
label_chat_00564,chat_00564,user_0111,default,manual,default_v3,0.326,1770201739000
label_chat_00565,chat_00565,user_0111,art,manual,art_v3,0.791,1770636044000
label_chat_00566,chat_00566,user_0111,default,manual,default_v3,0.372,1770993586000
label_chat_00567,chat_00567,user_0112,default,manual,default_v3,0.173,1771961073000
label_chat_00568,chat_00568,user_0112,default,manual,default_v3,0.216,1772397466000
label_chat_00569,chat_00569,user_0112,default,manual,default_v3,0.286,1772833082000
label_chat_00570,chat_00570,user_0112,default,manual,default_v3,0.219,1773019361000
label_chat_00571,chat_00571,user_0113,default,manual,default_v3,0.312,1770593087000
label_chat_00572,chat_00572,user_0113,art,manual,art_v3,0.822,1770770918000
label_chat_00573,chat_00573,user_0113,default,manual,default_v3,0.224,1771129988000
label_chat_00574,chat_00574,user_0113,art,manual,art_v3,0.798,1771414733000
label_chat_00575,chat_00575,user_0113,art,manual,art_v3,0.76,1771596515000
label_chat_00576,chat_00576,user_0113,art,manual,art_v3,0.752,1771788299000
label_chat_00577,chat_00577,user_0114,default,manual,default_v3,0.319,1769372165000
label_chat_00578,chat_00578,user_0114,default,manual,default_v3,0.167,1769485445000
label_chat_00579,chat_00579,user_0114,default,manual,default_v3,0.279,1769585526000
label_chat_00580,chat_00580,user_0114,default,manual,default_v3,0.279,1769682527000
label_chat_00581,chat_00581,user_0114,default,manual,default_v3,0.258,1769945638000
label_chat_00582,chat_00582,user_0115,default,manual,default_v3,0.201,1769713781000
label_chat_00583,chat_00583,user_0115,default,manual,default_v3,0.271,1769988299000
label_chat_00584,chat_00584,user_0115,default,manual,default_v3,0.301,1770264828000
label_chat_00585,chat_00585,user_0115,default,manual,default_v3,0.305,1770370963000
label_chat_00586,chat_00586,user_0115,default,manual,default_v3,0.312,1770473338000
label_chat_00587,chat_00587,user_0115,default,manual,default_v3,0.227,1770837717000
label_chat_00588,chat_00588,user_0116,default,manual,default_v3,0.248,1770408791000
label_chat_00589,chat_00589,user_0116,default,manual,default_v3,0.187,1770516977000
label_chat_00590,chat_00590,user_0116,default,manual,default_v3,0.349,1770608338000
label_chat_00591,chat_00591,user_0116,default,manual,default_v3,0.162,1770702729000
label_chat_00592,chat_00592,user_0117,default,manual,default_v3,0.41,1772303029000
label_chat_00593,chat_00593,user_0117,default,manual,default_v3,0.372,1772500064000
label_chat_00594,chat_00594,user_0117,art,manual,art_v3,0.758,1772861256000
label_chat_00595,chat_00595,user_0117,default,manual,default_v3,0.333,1773310808000
label_chat_00596,chat_00596,user_0117,art,manual,art_v3,0.89,1773578701000
label_chat_00597,chat_00597,user_0117,art,manual,art_v3,0.806,1773686643000
label_chat_00598,chat_00598,user_0118,default,manual,default_v3,0.266,1772821084000
label_chat_00599,chat_00599,user_0118,default,manual,default_v3,0.452,1773011319000
label_chat_00600,chat_00600,user_0118,default,manual,default_v3,0.405,1773108648000
label_chat_00601,chat_00601,user_0118,default,manual,default_v3,0.394,1773202444000
label_chat_00602,chat_00602,user_0119,art,manual,art_v3,0.792,1774203517000
label_chat_00603,chat_00603,user_0119,art,manual,art_v3,0.778,1774385354000
label_chat_00604,chat_00604,user_0119,art,manual,art_v3,0.756,1774657025000
label_chat_00605,chat_00605,user_0119,art,manual,art_v3,0.792,1775100768000
label_chat_00606,chat_00606,user_0119,art,manual,art_v3,0.795,1775281370000
label_chat_00607,chat_00607,user_0120,art,manual,art_v3,0.765,1767651194000
label_chat_00608,chat_00608,user_0120,default,manual,default_v3,0.212,1768099141000
label_chat_00609,chat_00609,user_0120,art,manual,art_v3,0.747,1768289948000
label_chat_00610,chat_00610,user_0120,default,manual,default_v3,0.338,1768488409000
label_chat_00611,chat_00611,user_0121,default,manual,default_v3,0.273,1773174132000
label_chat_00612,chat_00612,user_0121,default,manual,default_v3,0.291,1773617046000
label_chat_00613,chat_00613,user_0121,default,manual,default_v3,0.233,1773893448000
label_chat_00614,chat_00614,user_0121,default,manual,default_v3,0.36,1774083016000
label_chat_00615,chat_00615,user_0122,art,manual,art_v3,0.751,1773687479000
label_chat_00616,chat_00616,user_0122,art,manual,art_v3,0.642,1773883848000
label_chat_00617,chat_00617,user_0122,art,manual,art_v3,0.828,1774158819000
label_chat_00618,chat_00618,user_0122,art,manual,art_v3,0.867,1774344115000
label_chat_00619,chat_00619,user_0122,art,manual,art_v3,0.837,1774703829000
label_chat_00620,chat_00620,user_0123,default,manual,default_v3,0.355,1770162979000
label_chat_00621,chat_00621,user_0123,default,manual,default_v3,0.344,1770441002000
label_chat_00622,chat_00622,user_0123,default,manual,default_v3,0.403,1770898793000
label_chat_00623,chat_00623,user_0123,default,manual,default_v3,0.316,1771177666000
label_chat_00624,chat_00624,user_0123,default,manual,default_v3,0.477,1771633731000
label_chat_00625,chat_00625,user_0123,default,manual,default_v3,0.458,1771998722000
label_chat_00626,chat_00626,user_0124,default,manual,default_v3,0.219,1769888888000
label_chat_00627,chat_00627,user_0124,default,manual,default_v3,0.179,1770236162000
label_chat_00628,chat_00628,user_0124,default,manual,default_v3,0.161,1770426832000
label_chat_00629,chat_00629,user_0124,default,manual,default_v3,0.341,1770784029000
label_chat_00630,chat_00630,user_0124,default,manual,default_v3,0.184,1771231917000
label_chat_00631,chat_00631,user_0125,art,manual,art_v3,0.862,1767381505000
label_chat_00632,chat_00632,user_0125,art,manual,art_v3,0.735,1767836887000
label_chat_00633,chat_00633,user_0125,art,manual,art_v3,0.803,1768283901000
label_chat_00634,chat_00634,user_0125,default,manual,default_v3,0.219,1768716957000
label_chat_00635,chat_00635,user_0125,art,manual,art_v3,0.72,1769066866000
label_chat_00636,chat_00636,user_0125,art,manual,art_v3,0.745,1769260268000
label_chat_00637,chat_00637,user_0126,art,manual,art_v3,0.781,1771191735000
label_chat_00638,chat_00638,user_0126,art,manual,art_v3,0.704,1771296485000
label_chat_00639,chat_00639,user_0126,default,manual,default_v3,0.253,1771666728000
label_chat_00640,chat_00640,user_0126,art,manual,art_v3,0.875,1772112017000
label_chat_00641,chat_00641,user_0126,art,manual,art_v3,0.685,1772460638000
label_chat_00642,chat_00642,user_0127,art,manual,art_v3,0.76,1771961023000
label_chat_00643,chat_00643,user_0127,art,manual,art_v3,0.762,1772154999000
label_chat_00644,chat_00644,user_0127,art,manual,art_v3,0.758,1772248801000
label_chat_00645,chat_00645,user_0127,art,manual,art_v3,0.712,1772448585000
label_chat_00646,chat_00646,user_0127,art,manual,art_v3,0.785,1772714034000
label_chat_00647,chat_00647,user_0127,default,manual,default_v3,0.319,1773080164000
label_chat_00648,chat_00648,user_0128,art,manual,art_v3,0.808,1772483650000
label_chat_00649,chat_00649,user_0128,art,manual,art_v3,0.876,1772669395000
label_chat_00650,chat_00650,user_0128,art,manual,art_v3,0.769,1772950605000
label_chat_00651,chat_00651,user_0128,art,manual,art_v3,0.626,1773228814000
label_chat_00652,chat_00652,user_0128,art,manual,art_v3,0.782,1773408675000
label_chat_00653,chat_00653,user_0128,art,manual,art_v3,0.715,1773671261000
label_chat_00654,chat_00654,user_0129,default,manual,default_v3,0.195,1770662804000
label_chat_00655,chat_00655,user_0129,default,manual,default_v3,0.296,1770772619000
label_chat_00656,chat_00656,user_0129,default,manual,default_v3,0.199,1770876465000
label_chat_00657,chat_00657,user_0129,default,manual,default_v3,0.224,1771334286000
label_chat_00658,chat_00658,user_0130,art,manual,art_v3,0.748,1767479629000
label_chat_00659,chat_00659,user_0130,art,manual,art_v3,0.802,1767663974000
label_chat_00660,chat_00660,user_0130,art,manual,art_v3,0.844,1768012865000
label_chat_00661,chat_00661,user_0130,art,manual,art_v3,0.816,1768189492000
label_chat_00662,chat_00662,user_0131,default,manual,default_v3,0.314,1774035652000
label_chat_00663,chat_00663,user_0131,default,manual,default_v3,0.217,1774308054000
label_chat_00664,chat_00664,user_0131,default,manual,default_v3,0.222,1774498689000
label_chat_00665,chat_00665,user_0131,default,manual,default_v3,0.287,1774599782000
label_chat_00666,chat_00666,user_0131,default,manual,default_v3,0.26,1775046241000
label_chat_00667,chat_00667,user_0131,default,manual,default_v3,0.186,1775395684000
label_chat_00668,chat_00668,user_0132,art,manual,art_v3,0.735,1771011521000
label_chat_00669,chat_00669,user_0132,art,manual,art_v3,0.642,1771468656000
label_chat_00670,chat_00670,user_0132,default,manual,default_v3,0.258,1771835051000
label_chat_00671,chat_00671,user_0132,default,manual,default_v3,0.187,1772188196000
label_chat_00672,chat_00672,user_0132,art,manual,art_v3,0.745,1772382323000
label_chat_00673,chat_00673,user_0132,default,manual,default_v3,0.24,1772832950000
label_chat_00674,chat_00674,user_0133,default,manual,default_v3,0.366,1772147375000
label_chat_00675,chat_00675,user_0133,default,manual,default_v3,0.242,1772605852000
label_chat_00676,chat_00676,user_0133,default,manual,default_v3,0.267,1772789383000
label_chat_00677,chat_00677,user_0133,default,manual,default_v3,0.185,1773225107000
label_chat_00678,chat_00678,user_0134,default,manual,default_v3,0.383,1774725351000
label_chat_00679,chat_00679,user_0134,default,manual,default_v3,0.367,1774819433000
label_chat_00680,chat_00680,user_0134,default,manual,default_v3,0.477,1775184553000
label_chat_00681,chat_00681,user_0134,default,manual,default_v3,0.257,1775445890000
label_chat_00682,chat_00682,user_0135,default,manual,default_v3,0.216,1768778345000
label_chat_00683,chat_00683,user_0135,art,manual,art_v3,0.689,1769235768000
label_chat_00684,chat_00684,user_0135,art,manual,art_v3,0.868,1769675106000
label_chat_00685,chat_00685,user_0135,art,manual,art_v3,0.831,1769774933000
label_chat_00686,chat_00686,user_0136,art,manual,art_v3,0.697,1772311618000
label_chat_00687,chat_00687,user_0136,art,manual,art_v3,0.735,1772400286000
label_chat_00688,chat_00688,user_0136,art,manual,art_v3,0.809,1772680335000
label_chat_00689,chat_00689,user_0136,default,manual,default_v3,0.333,1773046559000
label_chat_00690,chat_00690,user_0136,art,manual,art_v3,0.824,1773482742000
label_chat_00691,chat_00691,user_0136,art,manual,art_v3,0.8,1773584517000
label_chat_00692,chat_00692,user_0137,default,manual,default_v3,0.215,1772228060000
label_chat_00693,chat_00693,user_0137,art,manual,art_v3,0.722,1772504093000
label_chat_00694,chat_00694,user_0137,art,manual,art_v3,0.699,1772784589000
label_chat_00695,chat_00695,user_0137,art,manual,art_v3,0.759,1773136075000
label_chat_00696,chat_00696,user_0137,art,manual,art_v3,0.81,1773402965000
label_chat_00697,chat_00697,user_0138,default,manual,default_v3,0.263,1769726521000
label_chat_00698,chat_00698,user_0138,default,manual,default_v3,0.498,1770007333000
label_chat_00699,chat_00699,user_0138,default,manual,default_v3,0.393,1770364024000
label_chat_00700,chat_00700,user_0138,default,manual,default_v3,0.32,1770540201000
label_chat_00701,chat_00701,user_0138,default,manual,default_v3,0.311,1770734658000
label_chat_00702,chat_00702,user_0138,default,manual,default_v3,0.33,1770931029000
label_chat_00703,chat_00703,user_0139,art,manual,art_v3,0.782,1770748140000
label_chat_00704,chat_00704,user_0139,art,manual,art_v3,0.831,1770946331000
label_chat_00705,chat_00705,user_0139,art,manual,art_v3,0.806,1771385336000
label_chat_00706,chat_00706,user_0139,art,manual,art_v3,0.804,1771579877000
label_chat_00707,chat_00707,user_0139,art,manual,art_v3,0.716,1771678147000
label_chat_00708,chat_00708,user_0139,default,manual,default_v3,0.315,1772037162000
label_chat_00709,chat_00709,user_0140,default,manual,default_v3,0.322,1770233038000
label_chat_00710,chat_00710,user_0140,default,manual,default_v3,0.344,1770581951000
label_chat_00711,chat_00711,user_0140,default,manual,default_v3,0.319,1770935768000
label_chat_00712,chat_00712,user_0140,default,manual,default_v3,0.513,1771283772000
label_chat_00713,chat_00713,user_0140,default,manual,default_v3,0.325,1771481938000
